ID,label
882,7
883,3
884,2
885,9
886,8
887,0
888,5
889,6
890,2
891,1
892,3
893,2
894,9
895,2
896,2
897,5
898,2
899,9
900,0
901,5
902,3
903,2
904,3
905,5
906,2
907,4
908,6
909,2
910,8
911,0
912,9
913,3
914,4
915,1
916,4
917,2
918,3
919,4
920,6
921,8
922,9
923,7
924,2
925,8
926,9
927,5
928,1
929,9
930,0
931,6
932,5
933,5
934,4
935,3
936,6
937,0
938,3
939,5
940,7
941,0
942,9
943,4
944,8
945,7
946,9
947,5
948,2
949,7
950,5
951,2
952,5
953,2
954,2
955,5
956,4
957,2
958,2
959,3
960,2
961,4
962,4
963,0
964,9
965,9
966,0
967,1
968,8
969,4
970,6
971,6
972,6
973,5
974,6
975,1
976,9
977,6
978,8
979,4
980,2
981,0
982,5
983,3
984,8
985,9
986,0
987,4
988,3
989,5
990,2
991,3
992,4
993,2
994,7
995,3
996,8
997,4
998,1
999,5
1000,7
1001,3
1002,2
1003,0
1004,1
1005,4
1006,4
1007,6
1008,3
1009,2
1010,0
1011,9
1012,5
1013,3
1014,7
1015,6
1016,0
1017,7
1018,2
1019,3
1020,0
1021,7
1022,6
1023,1
1024,3
1025,3
1026,5
1027,1
1028,2
1029,4
1030,9
1031,8
1032,4
1033,8
1034,3
1035,4
1036,1
1037,5
1038,7
1039,4
1040,3
1041,5
1042,8
1043,5
1044,0
1045,9
1046,9
1047,1
1048,0
1049,5
1050,0
1051,1
1052,6
1053,4
1054,2
1055,6
1056,4
1057,0
1058,3
1059,4
1060,2
1061,7
1062,7
1063,6
1064,0
1065,0
1066,1
1067,5
1068,6
1069,3
1070,0
1071,6
1072,8
1073,8
1074,3
1075,4
1076,7
1077,4
1078,4
1079,8
1080,2
1081,5
1082,4
1083,7
1084,6
1085,9
1086,6
1087,3
1088,9
1089,4
1090,2
1091,1
1092,3
1093,5
1094,7
1095,8
1096,1
1097,3
1098,6
1099,6
1100,6
1101,0
1102,8
1103,1
1104,6
1105,7
1106,6
1107,2
1108,7
1109,5
1110,2
1111,5
1112,6
1113,3
1114,2
1115,3
1116,5
1117,3
1118,8
1119,2
1120,4
1121,2
1122,4
1123,2
1124,7
1125,6
1126,8
1127,2
1128,9
1129,3
1130,8
1131,2
1132,0
1133,6
1134,5
1135,2
1136,0
1137,8
1138,4
1139,3
1140,5
1141,7
1142,0
1143,5
1144,0
1145,0
1146,3
1147,8
1148,1
1149,5
1150,0
1151,1
1152,4
1153,2
1154,0
1155,2
1156,4
1157,8
1158,1
1159,1
1160,9
1161,4
1162,8
1163,0
1164,1
1165,6
1166,0
1167,8
1168,0
1169,2
1170,6
1171,8
1172,7
1173,8
1174,2
1175,6
1176,9
1177,7
1178,2
1179,3
1180,3
1181,3
1182,1
1183,7
1184,4
1185,2
1186,0
1187,4
1188,6
1189,2
1190,2
1191,9
1192,0
1193,3
1194,9
1195,1
1196,4
1197,1
1198,7
1199,1
1200,2
1201,5
1202,2
1203,4
1204,0
1205,6
1206,9
1207,8
1208,0
1209,5
1210,7
1211,0
1212,0
1213,5
1214,0
1215,5
1216,4
1217,1
1218,8
1219,6
1220,4
1221,7
1222,0
1223,6
1224,7
1225,9
1226,4
1227,2
1228,7
1229,6
1230,8
1231,5
1232,2
1233,2
1234,6
1235,5
1236,4
1237,7
1238,9
1239,5
1240,8
1241,6
1242,0
1243,7
1244,6
1245,2
1246,8
1247,1
1248,7
1249,3
1250,9
1251,4
1252,8
1253,6
1254,0
1255,0
1256,5
1257,3
1258,9
1259,1
1260,8
1261,3
1262,3
1263,9
1264,6
1265,0
1266,4
1267,5
1268,0
1269,9
1270,4
1271,4
1272,1
1273,0
1274,6
1275,8
1276,6
1277,9
1278,6
1279,3
1280,0
1281,6
1282,6
1283,2
1284,5
1285,6
1286,1
1287,3
1288,8
1289,5
1290,5
1291,8
1292,8
1293,1
1294,1
1295,6
1296,7
1297,8
1298,6
1299,3
1300,8
1301,9
1302,6
1303,9
1304,4
1305,2
1306,7
1307,0
1308,4
1309,1
1310,2
1311,4
1312,3
1313,0
1314,7
1315,1
1316,7
1317,0
1318,2
1319,2
1320,1
1321,8
1322,4
1323,4
1324,7
1325,1
1326,4
1327,7
1328,1
1329,2
1330,2
1331,9
1332,4
1333,5
1334,2
1335,6
1336,4
1337,7
1338,4
1339,9
1340,2
1341,7
1342,8
1343,7
1344,0
1345,1
1346,9
1347,4
1348,1
1349,5
1350,3
1351,2
1352,5
1353,0
1354,0
1355,2
1356,1
1357,6
1358,0
1359,3
1360,6
1361,0
1362,6
1363,9
1364,9
1365,2
1366,7
1367,5
1368,2
1369,7
1370,6
1371,1
1372,2
1373,1
1374,8
1375,4
1376,0
1377,2
1378,0
1379,0
1380,7
1381,1
1382,3
1383,7
1384,6
1385,0
1386,6
1387,5
1388,2
1389,2
1390,3
1391,0
1392,6
1393,1
1394,4
1395,2
1396,6
1397,9
1398,3
1399,4
1400,2
1401,0
1402,3
1403,3
1404,9
1405,2
1406,8
1407,5
1408,8
1409,1
1410,8
1411,9
1412,9
1413,3
1414,9
1415,6
1416,3
1417,0
1418,9
1419,2
1420,6
1421,2
1422,9
1423,3
1424,5
1425,0
1426,5
1427,3
1428,0
1429,2
1430,1
1431,5
1432,7
1433,2
1434,3
1435,8
1436,5
1437,7
1438,0
1439,8
1440,7
1441,6
1442,7
1443,9
1444,3
1445,8
1446,0
1447,8
1448,9
1449,5
1450,0
1451,6
1452,1
1453,8
1454,8
1455,2
1456,2
1457,0
1458,3
1459,6
1460,7
1461,0
1462,9
1463,1
1464,2
1465,0
1466,1
1467,8
1468,1
1469,0
1470,0
1471,9
1472,7
1473,8
1474,2
1475,3
1476,3
1477,7
1478,7
1479,3
1480,0
1481,4
1482,0
1483,8
1484,8
1485,8
1486,3
1487,8
1488,1
1489,6
1490,0
1491,9
1492,4
1493,3
1494,5
1495,5
1496,6
1497,2
1498,2
1499,9
1500,1
1501,7
1502,2
1503,2
1504,4
1505,5
1506,2
1507,8
1508,0
1509,4
1510,1
1511,2
1512,5
1513,5
1514,8
1515,9
1516,6
1517,8
1518,4
1519,5
1520,5
1521,0
1522,8
1523,0
1524,3
1525,6
1526,8
1527,8
1528,1
1529,9
1530,0
1531,1
1532,4
1533,3
1534,9
1535,4
1536,0
1537,3
1538,7
1539,6
1540,8
1541,2
1542,9
1543,8
1544,0
1545,5
1546,8
1547,6
1548,2
1549,2
1550,8
1551,2
1552,2
1553,9
1554,8
1555,8
1556,2
1557,7
1558,8
1559,0
1560,3
1561,5
1562,5
1563,5
1564,6
1565,3
1566,6
1567,9
1568,0
1569,9
1570,2
1571,6
1572,3
1573,2
1574,5
1575,0
1576,1
1577,7
1578,6
1579,0
1580,4
1581,4
1582,7
1583,0
1584,9
1585,9
1586,3
1587,7
1588,3
1589,1
1590,9
1591,7
1592,5
1593,8
1594,8
1595,5
1596,5
1597,8
1598,8
1599,5
1600,3
1601,8
1602,2
1603,8
1604,2
1605,5
1606,9
1607,9
1608,5
1609,4
1610,5
1611,9
1612,4
1613,7
1614,2
1615,9
1616,2
1617,6
1618,9
1619,6
1620,2
1621,7
1622,8
1623,2
1624,4
1625,3
1626,8
1627,8
1628,3
1629,1
1630,9
1631,3
1632,0
1633,4
1634,8
1635,8
1636,3
1637,5
1638,8
1639,5
1640,2
1641,5
1642,2
1643,0
1644,2
1645,8
1646,0
1647,1
1648,8
1649,5
1650,8
1651,1
1652,4
1653,4
1654,7
1655,8
1656,5
1657,9
1658,2
1659,3
1660,6
1661,3
1662,8
1663,0
1664,4
1665,3
1666,1
1667,0
1668,0
1669,9
1670,6
1671,3
1672,1
1673,0
1674,7
1675,7
1676,5
1677,7
1678,7
1679,6
1680,0
1681,8
1682,3
1683,8
1684,1
1685,8
1686,1
1687,7
1688,2
1689,6
1690,9
1691,2
1692,3
1693,7
1694,6
1695,2
1696,2
1697,9
1698,8
1699,8
1700,1
1701,0
1702,8
1703,6
1704,3
1705,7
1706,4
1707,4
1708,0
1709,6
1710,7
1711,3
1712,5
1713,8
1714,0
1715,3
1716,9
1717,5
1718,2
1719,5
1720,9
1721,8
1722,0
1723,6
1724,2
1725,8
1726,6
1727,0
1728,8
1729,2
1730,5
1731,3
1732,8
1733,2
1734,9
1735,6
1736,7
1737,3
1738,1
1739,7
1740,1
1741,3
1742,4
1743,0
1744,9
1745,5
1746,9
1747,2
1748,8
1749,1
1750,9
1751,0
1752,5
1753,0
1754,0
1755,0
1756,0
1757,0
1758,4
1759,2
1760,4
1761,8
1762,3
1763,0
1764,2
1765,0
1766,6
1767,0
1768,2
1769,0
1770,8
1771,1
1772,5
1773,1
1774,0
1775,5
1776,6
1777,2
1778,3
1779,9
1780,7
1781,1
1782,6
1783,8
1784,0
1785,8
1786,2
1787,7
1788,0
1789,7
1790,4
1791,9
1792,9
1793,0
1794,0
1795,2
1796,3
1797,1
1798,4
1799,6
1800,7
1801,5
1802,4
1803,9
1804,4
1805,9
1806,2
1807,9
1808,3
1809,4
1810,6
1811,0
1812,9
1813,5
1814,9
1815,8
1816,4
1817,6
1818,0
1819,6
1820,2
1821,4
1822,0
1823,1
1824,6
1825,1
1826,0
1827,6
1828,5
1829,8
1830,7
1831,2
1832,8
1833,2
1834,7
1835,2
1836,8
1837,4
1838,2
1839,9
1840,8
1841,8
1842,6
1843,7
1844,1
1845,1
1846,7
1847,2
1848,6
1849,7
1850,9
1851,0
1852,5
1853,6
1854,7
1855,9
1856,2
1857,1
1858,2
1859,8
1860,7
1861,1
1862,8
1863,2
1864,2
1865,6
1866,8
1867,1
1868,7
1869,6
1870,6
1871,0
1872,2
1873,1
1874,4
1875,7
1876,0
1877,0
1878,8
1879,2
1880,5
1881,0
1882,7
1883,2
1884,6
1885,3
1886,0
1887,6
1888,8
1889,3
1890,9
1891,7
1892,1
1893,3
1894,3
1895,6
1896,3
1897,4
1898,8
1899,6
1900,7
1901,9
1902,2
1903,2
1904,0
1905,0
1906,7
1907,9
1908,9
1909,3
1910,7
1911,6
1912,4
1913,0
1914,4
1915,7
1916,8
1917,2
1918,7
1919,4
1920,7
1921,9
1922,3
1923,0
1924,2
1925,9
1926,4
1927,7
1928,0
1929,0
1930,7
1931,7
1932,0
1933,5
1934,4
1935,3
1936,8
1937,8
1938,2
1939,2
1940,8
1941,4
1942,1
1943,9
1944,9
1945,9
1946,2
1947,6
1948,2
1949,6
1950,5
1951,1
1952,4
1953,8
1954,2
1955,1
1956,3
1957,5
1958,3
1959,4
1960,5
1961,0
1962,4
1963,4
1964,1
1965,7
1966,6
1967,5
1968,1
1969,6
1970,8
1971,7
1972,9
1973,2
1974,8
1975,7
1976,8
1977,4
1978,4
1979,9
1980,3
1981,8
1982,3
1983,2
1984,4
1985,6
1986,5
1987,5
1988,9
1989,6
1990,8
1991,8
1992,7
1993,7
1994,1
1995,0
1996,3
1997,0
1998,4
1999,3
2000,9
2001,0
2002,8
2003,2
2004,8
2005,0
2006,0
2007,0
2008,8
2009,1
2010,1
2011,3
2012,4
2013,2
2014,1
2015,8
2016,3
2017,8
2018,2
2019,9
2020,2
2021,3
2022,0
2023,5
2024,6
2025,5
2026,1
2027,0
2028,7
2029,0
2030,8
2031,1
2032,4
2033,4
2034,1
2035,4
2036,7
2037,3
2038,4
2039,5
2040,7
2041,7
2042,7
2043,7
2044,9
2045,6
2046,0
2047,4
2048,6
2049,3
2050,6
2051,2
2052,0
2053,9
2054,0
2055,2
2056,2
2057,2
2058,3
2059,1
2060,0
2061,2
2062,3
2063,0
2064,0
2065,7
2066,9
2067,3
2068,9
2069,7
2070,4
2071,3
2072,7
2073,4
2074,0
2075,3
2076,5
2077,6
2078,3
2079,9
2080,2
2081,9
2082,8
2083,2
2084,6
2085,4
2086,1
2087,5
2088,1
2089,7
2090,7
2091,4
2092,8
2093,5
2094,4
2095,0
2096,2
2097,0
2098,4
2099,5
2100,7
2101,4
2102,2
2103,5
2104,6
2105,1
2106,6
2107,9
2108,5
2109,0
2110,7
2111,2
2112,2
2113,6
2114,1
2115,2
2116,2
2117,8
2118,1
2119,1
2120,1
2121,9
2122,1
2123,5
2124,7
2125,0
2126,4
2127,4
2128,6
2129,0
2130,6
2131,5
2132,8
2133,2
2134,1
2135,8
2136,9
2137,2
2138,2
2139,0
2140,5
2141,4
2142,4
2143,7
2144,9
2145,6
2146,4
2147,2
2148,1
2149,8
2150,5
2151,1
2152,2
2153,2
2154,0
2155,9
2156,5
2157,5
2158,5
2159,4
2160,6
2161,2
2162,9
2163,8
2164,3
2165,3
2166,5
2167,9
2168,2
2169,8
2170,1
2171,7
2172,6
2173,1
2174,3
2175,4
2176,4
2177,3
2178,7
2179,2
2180,9
2181,0
2182,4
2183,0
2184,1
2185,1
2186,8
2187,8
2188,8
2189,4
2190,8
2191,1
2192,0
2193,2
2194,6
2195,3
2196,8
2197,9
2198,5
2199,6
2200,7
2201,7
2202,0
2203,4
2204,7
2205,8
2206,2
2207,8
2208,8
2209,4
2210,1
2211,5
2212,5
2213,5
2214,2
2215,0
2216,6
2217,5
2218,0
2219,0
2220,8
2221,1
2222,0
2223,4
2224,9
2225,7
2226,4
2227,5
2228,7
2229,4
2230,5
2231,5
2232,2
2233,2
2234,7
2235,8
2236,1
2237,9
2238,2
2239,8
2240,7
2241,3
2242,2
2243,7
2244,9
2245,1
2246,4
2247,8
2248,2
2249,7
2250,2
2251,0
2252,4
2253,0
2254,7
2255,7
2256,3
2257,6
2258,0
2259,5
2260,9
2261,8
2262,4
2263,9
2264,4
2265,6
2266,7
2267,0
2268,3
2269,5
2270,5
2271,1
2272,3
2273,3
2274,6
2275,0
2276,6
2277,0
2278,9
2279,7
2280,9
2281,5
2282,3
2283,6
2284,0
2285,8
2286,3
2287,4
2288,5
2289,3
2290,2
2291,9
2292,4
2293,2
2294,2
2295,6
2296,0
2297,3
2298,3
2299,9
2300,6
2301,7
2302,4
2303,0
2304,2
2305,7
2306,3
2307,1
2308,5
2309,4
2310,1
2311,3
2312,4
2313,4
2314,2
2315,8
2316,4
2317,0
2318,1
2319,5
2320,1
2321,3
2322,5
2323,7
2324,0
2325,6
2326,8
2327,8
2328,8
2329,6
2330,5
2331,4
2332,6
2333,8
2334,8
2335,4
2336,4
2337,6
2338,3
2339,3
2340,2
2341,6
2342,2
2343,4
2344,7
2345,7
2346,1
2347,4
2348,5
2349,2
2350,2
2351,2
2352,4
2353,7
2354,0
2355,8
2356,9
2357,1
2358,4
2359,0
2360,3
2361,8
2362,3
2363,7
2364,5
2365,9
2366,0
2367,3
2368,4
2369,7
2370,7
2371,8
2372,4
2373,0
2374,1
2375,6
2376,3
2377,6
2378,8
2379,4
2380,7
2381,9
2382,6
2383,4
2384,9
2385,4
2386,6
2387,8
2388,2
2389,0
2390,9
2391,1
2392,0
2393,6
2394,2
2395,0
2396,1
2397,3
2398,4
2399,3
2400,5
2401,3
2402,8
2403,7
2404,3
2405,5
2406,0
2407,2
2408,7
2409,6
2410,5
2411,4
2412,5
2413,7
2414,2
2415,3
2416,7
2417,5
2418,6
2419,5
2420,7
2421,9
2422,6
2423,7
2424,5
2425,7
2426,5
2427,3
2428,8
2429,8
2430,4
2431,0
2432,3
2433,2
2434,5
2435,0
2436,0
2437,4
2438,1
2439,0
2440,1
2441,1
2442,0
2443,1
2444,5
2445,8
2446,5
2447,9
2448,0
2449,5
2450,4
2451,6
2452,6
2453,3
2454,3
2455,7
2456,2
2457,5
2458,6
2459,3
2460,3
2461,8
2462,4
2463,0
2464,0
2465,1
2466,9
2467,0
2468,7
2469,6
2470,7
2471,0
2472,4
2473,3
2474,8
2475,2
2476,0
2477,1
2478,2
2479,9
2480,4
2481,9
2482,8
2483,3
2484,3
2485,6
2486,4
2487,3
2488,7
2489,6
2490,1
2491,2
2492,0
2493,2
2494,2
2495,2
2496,3
2497,8
2498,7
2499,3
2500,2
2501,9
2502,1
2503,5
2504,0
2505,4
2506,9
2507,1
2508,8
2509,6
2510,0
2511,4
2512,5
2513,0
2514,1
2515,1
2516,5
2517,0
2518,9
2519,6
2520,2
2521,4
2522,5
2523,9
2524,7
2525,4
2526,7
2527,9
2528,8
2529,6
2530,4
2531,5
2532,3
2533,9
2534,4
2535,6
2536,4
2537,6
2538,0
2539,1
2540,2
2541,1
2542,0
2543,6
2544,2
2545,0
2546,8
2547,2
2548,4
2549,8
2550,4
2551,4
2552,1
2553,3
2554,6
2555,3
2556,5
2557,6
2558,5
2559,8
2560,1
2561,6
2562,2
2563,4
2564,9
2565,6
2566,9
2567,5
2568,1
2569,8
2570,0
2571,7
2572,6
2573,9
2574,1
2575,7
2576,7
2577,4
2578,3
2579,4
2580,2
2581,4
2582,8
2583,3
2584,4
2585,6
2586,0
2587,7
2588,9
2589,3
2590,9
2591,1
2592,6
2593,7
2594,6
2595,5
2596,7
2597,5
2598,5
2599,1
2600,4
2601,0
2602,6
2603,8
2604,9
2605,3
2606,7
2607,1
2608,8
2609,2
2610,2
2611,9
2612,2
2613,2
2614,1
2615,4
2616,9
2617,7
2618,5
2619,0
2620,4
2621,3
2622,4
2623,1
2624,2
2625,9
2626,4
2627,2
2628,7
2629,2
2630,0
2631,5
2632,5
2633,1
2634,7
2635,7
2636,7
2637,7
2638,2
2639,4
2640,2
2641,4
2642,2
2643,3
2644,1
2645,9
2646,0
2647,2
2648,0
2649,1
2650,9
2651,6
2652,1
2653,5
2654,7
2655,8
2656,4
2657,2
2658,8
2659,4
2660,8
2661,5
2662,4
2663,7
2664,6
2665,3
2666,4
2667,0
2668,8
2669,1
2670,6
2671,8
2672,2
2673,5
2674,9
2675,8
2676,3
2677,0
2678,9
2679,8
2680,5
2681,3
2682,3
2683,7
2684,6
2685,8
2686,7
2687,2
2688,6
2689,3
2690,7
2691,3
2692,6
2693,2
2694,0
2695,6
2696,1
2697,7
2698,4
2699,5
2700,1
2701,7
2702,0
2703,2
2704,9
2705,0
2706,6
2707,2
2708,9
2709,7
2710,8
2711,0
2712,9
2713,6
2714,7
2715,9
2716,6
2717,6
2718,3
2719,9
2720,9
2721,0
2722,2
2723,8
2724,5
2725,6
2726,8
2727,7
2728,3
2729,9
2730,1
2731,3
2732,7
2733,8
2734,1
2735,0
2736,2
2737,9
2738,1
2739,9
2740,6
2741,2
2742,5
2743,1
2744,2
2745,4
2746,0
2747,7
2748,8
2749,8
2750,7
2751,0
2752,4
2753,1
2754,4
2755,4
2756,7
2757,4
2758,0
2759,2
2760,8
2761,7
2762,1
2763,4
2764,5
2765,8
2766,2
2767,7
2768,1
2769,6
2770,9
2771,4
2772,8
2773,2
2774,9
2775,5
2776,7
2777,1
2778,7
2779,8
2780,6
2781,5
2782,6
2783,1
2784,1
2785,7
2786,5
2787,3
2788,9
2789,9
2790,2
2791,2
2792,3
2793,2
2794,7
2795,1
2796,0
2797,5
2798,6
2799,4
2800,6
2801,6
2802,2
2803,3
2804,0
2805,9
2806,7
2807,7
2808,1
2809,5
2810,6
2811,3
2812,9
2813,1
2814,2
2815,9
2816,0
2817,3
2818,7
2819,3
2820,0
2821,1
2822,3
2823,7
2824,8
2825,9
2826,2
2827,6
2828,4
2829,8
2830,7
2831,4
2832,9
2833,7
2834,0
2835,6
2836,9
2837,9
2838,4
2839,7
2840,4
2841,3
2842,0
2843,9
2844,2
2845,1
2846,9
2847,3
2848,7
2849,1
2850,4
2851,2
2852,9
2853,8
2854,7
2855,3
2856,9
2857,9
2858,1
2859,6
2860,6
2861,9
2862,5
2863,7
2864,0
2865,9
2866,5
2867,0
2868,0
2869,7
2870,8
2871,9
2872,9
2873,6
2874,0
2875,1
2876,2
2877,6
2878,7
2879,1
2880,0
2881,6
2882,9
2883,2
2884,3
2885,5
2886,0
2887,0
2888,6
2889,2
2890,7
2891,0
2892,1
2893,2
2894,8
2895,5
2896,8
2897,6
2898,9
2899,0
2900,6
2901,0
2902,8
2903,1
2904,6
2905,5
2906,2
2907,2
2908,1
2909,7
2910,0
2911,4
2912,3
2913,3
2914,5
2915,8
2916,5
2917,0
2918,8
2919,9
2920,4
2921,3
2922,6
2923,6
2924,3
2925,5
2926,7
2927,5
2928,2
2929,3
2930,5
2931,7
2932,6
2933,8
2934,5
2935,0
2936,9
2937,5
2938,8
2939,0
2940,2
2941,7
2942,0
2943,6
2944,9
2945,1
2946,7
2947,2
2948,9
2949,8
2950,2
2951,1
2952,6
2953,1
2954,0
2955,4
2956,0
2957,1
2958,3
2959,1
2960,4
2961,3
2962,9
2963,7
2964,1
2965,2
2966,8
2967,5
2968,7
2969,6
2970,5
2971,6
2972,1
2973,3
2974,9
2975,3
2976,3
2977,2
2978,7
2979,5
2980,0
2981,7
2982,6
2983,2
2984,3
2985,0
2986,2
2987,8
2988,3
2989,1
2990,0
2991,2
2992,6
2993,9
2994,6
2995,4
2996,7
2997,9
